Country,Song,Artist,F/SF,Year,Points,R/O,Place,Contest_Location,Jury_1.0,Jury_2.0,Jury_3.0,Jury_4.0,Jury_5.0,Jury_6.0,Jury_7.0,Jury_8.0,Jury_10.0,Jury_12.0,Crowd_1,Crowd_2,Crowd_3,Crowd_4,Crowd_5,Crowd_6,Crowd_7,Crowd_8,Crowd_10,Crowd_12,No. of neighbours,Albania,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bosnia & Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Latvia,Lithuania,Luxembourg,Malta,Moldova,Monaco,Montenegro,Morocco,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russia,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom
Lithuania,Something,Andrius Pojavis,Final,2013,17.0,2,22,Malm,Belarus,Denmark,Estonia,Netherlands,Hungary,Norway,Russia,Georgia,Ukraine,Azerbaijan,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Lithuania,Something,Andrius Pojavis,Semi Final,2013,53.0,10,9,Malm,Croatia,Belgium,Moldova,Estonia,Ireland,Denmark,Netherlands,Belarus,Russia,Ukraine,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Malta,Tomorrow,Gianluca,Final,2013,120.0,9,8,Malm,Armenia,Belarus,Norway,Greece,United Kingdom,Denmark,Romania,Italy,Ukraine,Azerbaijan,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Tomorrow,Gianluca,Semi Final,2013,118.0,6,4,Malm,Finland,Switzerland,Norway,Georgia,North Macedonia,San Marino,Greece,Armenia,Romania,Azerbaijan,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,O Mie,Aliona Moon,Final,2013,71.0,3,11,Malm,Armenia,Norway,Georgia,Belarus,Sweden,Denmark,Russia,Azerbaijan,Romania,Ukraine,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Moldova,O Mie,Aliona Moon,Semi Final,2013,95.0,12,4,Malm,Ireland,Lithuania,Austria,Belgium,Estonia,Montenegro,Denmark,Russia,Belarus,Ukraine,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Montenegro,Igranka,Who See,Semi Final,2013,41.0,9,12,Malm,Belgium,Netherlands,Slovenia,Moldova,Croatia,Belarus,Russia,Denmark,Serbia,Ukraine,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Netherlands,Birds,Anouk,Final,2013,114.0,13,9,Malm,Greece,Azerbaijan,Sweden,Russia,Ukraine,Norway,Hungary,Malta,Denmark,Belgium,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Birds,Anouk,Semi Final,2013,75.0,8,6,Malm,Serbia,Belarus,Croatia,Estonia,Ireland,Moldova,Russia,Ukraine,Belgium,Denmark,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Macedonia,Pred Da Se Razdeni,Esma & Lozano,Semi Final,2013,28.0,3,16,Malm,Romania,Latvia,Bulgaria,Georgia,San Marino,Greece,Norway,Azerbaijan,Albania,Malta,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Norway,I Feed You My Love,Margaret Berger,Final,2013,191.0,24,4,Malm,Ukraine,Hungary,Belgium,Iceland,Greece,Romania,Denmark,Netherlands,Malta,Sweden,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Norway,I Feed You My Love,Margaret Berger,Semi Final,2013,120.0,13,3,Malm,Bulgaria,Hungary,Switzerland,Armenia,Azerbaijan,Romania,Greece,Finland,Iceland,Malta,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Romania,It's My Life,Cezar,Final,2013,65.0,14,13,Malm,Italy,Netherlands,United Kingdom,Ukraine,Malta,Denmark,Greece,Norway,Azerbaijan,Moldova,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Romania,It's My Life,Cezar,Semi Final,2013,83.0,17,5,Malm,Bulgaria,Israel,Finland,San Marino,Armenia,Hungary,Malta,Norway,Greece,Azerbaijan,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Russia,What If,Dina Garipova,Final,2013,174.0,10,5,Malm,Ukraine,Armenia,Netherlands,Denmark,Georgia,Moldova,Norway,Belgium,Greece,Azerbaijan,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,16,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Russia,What If,Dina Garipova,Semi Final,2013,156.0,6,2,Malm,Lithuania,Belarus,Netherlands,Croatia,Estonia,Ireland,Ukraine,Belgium,Denmark,Moldova,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,16,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
San Marino,Crisalide (Vola),Valentina Monetta,Semi Final,2013,47.0,2,11,Malm,Georgia,North Macedonia,Azerbaijan,Hungary,Norway,Albania,Finland,Bulgaria,Malta,Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,Ljubav Je Svuda,Moje 3,Semi Final,2013,46.0,16,11,Malm,Netherlands,Austria,Cyprus,Belarus,Ukraine,Russia,Moldova,Denmark,Croatia,Montenegro,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Slovenia,Straight Into Love,Hannah,Semi Final,2013,8.0,3,16,Malm,Austria,Croatia,Netherlands,Belarus,Serbia,Belgium,Moldova,Denmark,Russia,Ukraine,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Contigo Hasta El Final,ESDM,Final,2013,8.0,5,25,Malm,Malta,Moldova,Germany,United Kingdom,Norway,Russia,Azerbaijan,Denmark,Ukraine,Italy,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sweden,You,Robin Stjernberg,Final,2013,62.0,16,14,Malm,United Kingdom,Ireland,Hungary,Romania,Russia,Iceland,Belgium,Netherlands,Denmark,Norway,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,You And Me,Takasa,Semi Final,2013,41.0,16,13,Malm,Latvia,Finland,Azerbaijan,North Macedonia,Albania,Greece,Malta,Norway,Iceland,Hungary,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Gravity,Zlata Ognevich,Final,2013,214.0,22,3,Malm,Lithuania,Malta,Norway,Russia,Denmark,Armenia,Georgia,Moldova,Azerbaijan,Belarus,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Ukraine,Gravity,Zlata Ognevich,Semi Final,2013,140.0,7,3,Malm,Estonia,Serbia,Ireland,Denmark,Lithuania,Croatia,Russia,Montenegro,Moldova,Belarus,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
United Kingdom,Believe In Me,Bonnie Tyler,Final,2013,23.0,15,19,Malm,Ireland,Iceland,Belgium,Romania,Ukraine,Netherlands,Malta,Greece,Russia,Denmark,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,One Night's Anger,Hersi,Semi Final,2014,22.0,6,15,Copenhagen ,Portugal,Netherlands,Ukraine,Moldova,Armenia,Sweden,Azerbaijan,San Marino,Hungary,Montenegro,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Not Alone,Aram MP3,Final,2014,174.0,7,4,Copenhagen ,Denmark,Spain,San Marino,Netherlands,Switzerland,Germany,Greece,Belarus,Russia,Montenegro,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Armenia,Not Alone,Aram MP3,Semi Final,2014,121.0,1,4,Copenhagen ,Hungary,San Marino,Portugal,Sweden,Estonia,Belgium,Russia,Montenegro,Netherlands,Ukraine,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Austria,Rise Like a Phoenix,Conchita Wurst,Final,2014,290.0,11,1,Copenhagen ,Norway,Iceland,Switzerland,Finland,Ukraine,Sweden,Hungary,Romania,Netherlands,Armenia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Austria,Rise Like a Phoenix,Conchita Wurst,Semi Final,2014,169.0,6,1,Copenhagen ,Malta,Poland,Greece,Ireland,Norway,Switzerland,Slovenia,Finland,Belarus,Romania,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Azerbaijan,Start A Fire,Dilara Kazimova,Final,2014,33.0,3,22,Copenhagen ,Austria,Poland,San Marino,Greece,Malta,Romania,Belarus,Hungary,Ukraine,Russia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Azerbaijan,Start A Fire,Dilara Kazimova,Semi Final,2014,57.0,8,9,Copenhagen ,Portugal,Montenegro,Netherlands,Belgium,Estonia,San Marino,Latvia,Hungary,Russia,Ukraine,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Belarus,Cheesecake,Teo,Final,2014,43.0,2,16,Copenhagen ,Romania,Netherlands,Azerbaijan,Norway,Hungary,Greece,Poland,Ukraine,Armenia,Russia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Belarus,Cheesecake,Teo,Semi Final,2014,87.0,10,5,Copenhagen ,North Macedonia,Israel,Switzerland,Malta,Georgia,Lithuania,Austria,Romania,Poland,Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Belgium,Mother,Axel Hirsoux,Semi Final,2014,28.0,10,14,Copenhagen ,Russia,Albania,Armenia,Iceland,Latvia,Portugal,Ukraine,Sweden,Netherlands,Hungary,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Cliche Love Song,Basim,Final,2014,74.0,23,9,Copenhagen ,Ukraine,Armenia,Hungary,Finland,Iceland,Norway,United Kingdom,Austria,Netherlands,Sweden,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Amazing,Tanja,Semi Final,2014,36.0,3,12,Copenhagen ,Russia,Iceland,San Marino,Azerbaijan,Armenia,Latvia,Sweden,Hungary,Ukraine,Netherlands,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Finland,Something Better,Softengine,Final,2014,72.0,18,11,Copenhagen ,France,Ukraine,Malta,Armenia,Hungary,Denmark,Norway,Netherlands,Sweden,Austria,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Finland,Something Better,Softengine,Semi Final,2014,97.0,8,3,Copenhagen ,North Macedonia,Slovenia,Israel,Greece,Malta,Romania,Belarus,Switzerland,Norway,Austria,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
France,Moustache,TWIN TWIN,Final,2014,2.0,14,26,Copenhagen ,Italy,Norway,Denmark,Sweden,Poland,Spain,Iceland,Netherlands,Austria,Armenia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Georgia,Three Minutes To Earth,The Shin and Mariko,Semi Final,2014,15.0,4,15,Copenhagen ,Finland,North Macedonia,Greece,Slovenia,Norway,Romania,Lithuania,Malta,Austria,Belarus,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Germany,Is It Right,Elaiza,Final,2014,39.0,12,18,Copenhagen ,Spain,Iceland,Switzerland,Finland,Norway,Armenia,Austria,Denmark,Poland,Netherlands,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,9,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Greece,Rise Up,Freaky Fortune feat. RiskyKidd,Final,2014,35.0,10,20,Copenhagen ,Poland,Sweden,Norway,Switzerland,Ukraine,Hungary,Armenia,Netherlands,Russia,Austria,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Greece,Rise Up,Freaky Fortune feat. RiskyKidd,Semi Final,2014,74.0,13,7,Copenhagen ,Georgia,Ireland,Poland,Finland,Switzerland,Israel,Norway,Belarus,Romania,Austria,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hungary,Running,András Kállay-Saunders,Final,2014,143.0,21,5,Copenhagen ,Switzerland,Ukraine,Poland,San Marino,Iceland,Finland,Armenia,Sweden,Austria,Netherlands,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0
Hungary,Running,András Kállay-Saunders,Semi Final,2014,127.0,16,3,Copenhagen ,Azerbaijan,Latvia,Ukraine,Montenegro,Russia,Iceland,San Marino,Armenia,Sweden,Netherlands,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0
Iceland,No Prejudice,Pollapönk,Final,2014,58.0,4,15,Copenhagen ,Norway,Armenia,Poland,United Kingdom,Finland,Hungary,Sweden,Denmark,Austria,Netherlands,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,No Prejudice,Pollapönk,Semi Final,2014,61.0,5,8,Copenhagen ,Azerbaijan,Russia,Armenia,San Marino,Estonia,Latvia,Ukraine,Hungary,Sweden,Netherlands,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Heartbeat,Can-Linn feat. Kasey Smith,Semi Final,2014,35.0,9,12,Copenhagen ,Belarus,Poland,Malta,Greece,Lithuania,Switzerland,Romania,Norway,Finland,Austria,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Israel,Same Heart,Mei Finegold,Semi Final,2014,19.0,2,14,Copenhagen ,Ireland,North Macedonia,Finland,Poland,Switzerland,Greece,Belarus,Slovenia,Austria,Romania,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,La Mia Città,Emma,Final,2014,33.0,16,21,Copenhagen ,Malta,Switzerland,Greece,Netherlands,Romania,Finland,Iceland,Poland,Ukraine,Austria,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Latvia,Cake To Bake,Aarzemnieki,Semi Final,2014,33.0,2,13,Copenhagen ,San Marino,Azerbaijan,Hungary,Russia,Iceland,Armenia,Ukraine,Sweden,Estonia,Netherlands,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lithuania,Attention,Vilija Matačiūnaitė,Semi Final,2014,36.0,7,11,Copenhagen ,Malta,Romania,Slovenia,Poland,Finland,Georgia,Switzerland,Norway,Austria,Belarus,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
